epoch,stage,accuracy,loss,val_accuracy,val_loss
1,stage1_frozen_image_encoder,0.24900662899017334,4.843123435974121,0.4266666769981384,1.4949538707733154
2,stage1_frozen_image_encoder,0.27947020530700684,3.956080675125122,0.4866666793823242,1.2476677894592285
3,stage1_frozen_image_encoder,0.3337748348712921,3.1240506172180176,0.47999998927116394,1.2681174278259277
4,stage1_frozen_image_encoder,0.33112582564353943,3.0031580924987793,0.5400000214576721,1.2188003063201904
5,stage1_frozen_image_encoder,0.37218543887138367,2.9743735790252686,0.5733333230018616,1.1848541498184204
6,stage1_frozen_image_encoder,0.4000000059604645,2.823669672012329,0.6133333444595337,1.0568004846572876
7,stage1_frozen_image_encoder,0.434437096118927,2.666110038757324,0.6200000047683716,1.0317684412002563
8,stage1_frozen_image_encoder,0.430463582277298,2.570406436920166,0.5799999833106995,1.1223056316375732
9,stage1_frozen_image_encoder,0.41986754536628723,2.587733745574951,0.5866666436195374,1.137140154838562
10,stage1_frozen_image_encoder,0.43973508477211,2.411107301712036,0.6399999856948853,1.0580511093139648
11,stage1_frozen_image_encoder,0.430463582277298,2.305025815963745,0.6066666841506958,1.0866203308105469
12,stage1_frozen_image_encoder,0.43841060996055603,2.3852100372314453,0.6266666650772095,1.0726977586746216
13,stage1_frozen_image_encoder,0.4622516632080078,2.2859432697296143,0.6066666841506958,1.11137855052948
14,stage1_frozen_image_encoder,0.4317880868911743,2.332472324371338,0.6866666674613953,0.9691084027290344
15,stage1_frozen_image_encoder,0.45165562629699707,2.181283950805664,0.6666666865348816,0.9749370217323303
16,stage1_frozen_image_encoder,0.49668875336647034,2.0222418308258057,0.6600000262260437,0.9924997091293335
17,stage1_frozen_image_encoder,0.4701986610889435,2.2768521308898926,0.6600000262260437,1.0012493133544922
18,stage1_frozen_image_encoder,0.4582781493663788,2.329091787338257,0.6333333253860474,1.1011501550674438
19,stage1_frozen_image_encoder,0.5192052721977234,2.048656940460205,0.6800000071525574,0.9527674317359924
20,stage1_frozen_image_encoder,0.49668875336647034,2.0409133434295654,0.7133333086967468,0.8880847096443176
21,stage1_frozen_image_encoder,0.5086092948913574,2.1798746585845947,0.699999988079071,0.9069746732711792
22,stage1_frozen_image_encoder,0.5218542814254761,1.852466344833374,0.6866666674613953,0.9200727343559265
23,stage1_frozen_image_encoder,0.5377483367919922,1.6413389444351196,0.6666666865348816,0.9481269121170044
24,stage1_frozen_image_encoder,0.5178807973861694,1.9524954557418823,0.7200000286102295,0.9203100800514221
25,stage1_frozen_image_encoder,0.5139073133468628,1.8814630508422852,0.7333333492279053,0.9000529050827026
26,stage1_frozen_image_encoder,0.5178807973861694,1.9476633071899414,0.7200000286102295,0.9244400858879089
27,stage1_frozen_image_encoder,0.5509933829307556,1.8732573986053467,0.6933333277702332,0.9672435522079468
28,stage2_top_layer_finetune,0.503311276435852,2.2471790313720703,0.7333333492279053,0.9132159352302551
29,stage2_top_layer_finetune,0.5536423921585083,2.0038371086120605,0.7666666507720947,0.8840363621711731
30,stage2_top_layer_finetune,0.5509933829307556,1.8693156242370605,0.7266666889190674,0.9741919040679932
31,stage2_top_layer_finetune,0.5615894198417664,1.9223233461380005,0.753333330154419,0.934273898601532
32,stage2_top_layer_finetune,0.564238429069519,2.0517587661743164,0.7200000286102295,1.026048183441162
33,stage2_top_layer_finetune,0.5907284617424011,1.8902631998062134,0.7066666483879089,1.0998828411102295
34,stage2_top_layer_finetune,0.6092715263366699,1.5233372449874878,0.800000011920929,0.7864459156990051
35,stage2_top_layer_finetune,0.5986754894256592,1.7675691843032837,0.746666669845581,0.9074669480323792
36,stage2_top_layer_finetune,0.6211920380592346,1.618634581565857,0.746666669845581,0.8328554034233093
37,stage2_top_layer_finetune,0.6675496697425842,1.4900012016296387,0.7799999713897705,0.7530685067176819
