epoch,stage,accuracy,loss,val_accuracy,val_loss
1,stage1_frozen_image_encoder,0.5178807973861694,1.0205367803573608,0.54666668176651,0.7723196148872375
2,stage1_frozen_image_encoder,0.564238429069519,0.9496957063674927,0.5799999833106995,0.7348232865333557
3,stage1_frozen_image_encoder,0.617218554019928,0.8577989935874939,0.7200000286102295,0.6641775369644165
4,stage1_frozen_image_encoder,0.6423841118812561,0.8333315849304199,0.7066666483879089,0.6246045231819153
5,stage1_frozen_image_encoder,0.6582781672477722,0.7880797386169434,0.7333333492279053,0.5936907529830933
6,stage1_frozen_image_encoder,0.6993377208709717,0.736168622970581,0.7333333492279053,0.5750019550323486
7,stage1_frozen_image_encoder,0.6609271764755249,0.8154678344726562,0.746666669845581,0.5889549851417542
8,stage1_frozen_image_encoder,0.7072847485542297,0.7208641767501831,0.7733333110809326,0.556130588054657
9,stage1_frozen_image_encoder,0.7099337577819824,0.7395331859588623,0.7666666507720947,0.5511916279792786
10,stage1_frozen_image_encoder,0.7523179054260254,0.627365231513977,0.7733333110809326,0.5940723419189453
11,stage1_frozen_image_encoder,0.748344361782074,0.6331916451454163,0.7866666913032532,0.538449227809906
12,stage1_frozen_image_encoder,0.757615864276886,0.5986268520355225,0.7866666913032532,0.5349650382995605
13,stage1_frozen_image_encoder,0.7788079380989075,0.552045464515686,0.7733333110809326,0.5463605523109436
14,stage1_frozen_image_encoder,0.7509933710098267,0.6843572854995728,0.7599999904632568,0.5508556365966797
15,stage1_frozen_image_encoder,0.7735099196434021,0.5783925652503967,0.753333330154419,0.5318739414215088
16,stage1_frozen_image_encoder,0.7827814817428589,0.5902591347694397,0.7666666507720947,0.5556456446647644
17,stage1_frozen_image_encoder,0.7801324725151062,0.5952845215797424,0.7666666507720947,0.5290344953536987
18,stage1_frozen_image_encoder,0.7801324725151062,0.5967460870742798,0.7666666507720947,0.5276274085044861
19,stage1_frozen_image_encoder,0.7867549657821655,0.5830007195472717,0.7666666507720947,0.5246297121047974
20,stage1_frozen_image_encoder,0.7841059565544128,0.567884624004364,0.7799999713897705,0.5304141044616699
21,stage1_frozen_image_encoder,0.7854304909706116,0.5642045140266418,0.7733333110809326,0.5251429677009583
22,stage1_frozen_image_encoder,0.7774834632873535,0.5782293081283569,0.7666666507720947,0.5300629138946533
23,stage1_frozen_image_encoder,0.8238410353660583,0.5018637776374817,0.7933333516120911,0.5571568012237549
24,stage1_frozen_image_encoder,0.8039734959602356,0.545677900314331,0.7799999713897705,0.5267279148101807
25,stage1_frozen_image_encoder,0.7907284498214722,0.5572900772094727,0.7666666507720947,0.5283220410346985
26,stage1_frozen_image_encoder,0.800000011920929,0.533234715461731,0.7666666507720947,0.5265772938728333
27,stage2_top_layer_finetune,0.800000011920929,0.5487897396087646,0.800000011920929,0.46410101652145386
28,stage2_top_layer_finetune,0.8291390538215637,0.49383699893951416,0.7866666913032532,0.5702818036079407
29,stage2_top_layer_finetune,0.8476821184158325,0.46571284532546997,0.8266666531562805,0.4595737159252167
30,stage2_top_layer_finetune,0.8807947039604187,0.3888790011405945,0.7866666913032532,0.6321607828140259
31,stage2_top_layer_finetune,0.87947016954422,0.34615302085876465,0.800000011920929,0.6509723663330078
32,stage2_top_layer_finetune,0.9099337458610535,0.3098604679107666,0.8199999928474426,0.6241892576217651
33,stage2_top_layer_finetune,0.8980132341384888,0.29858502745628357,0.846666693687439,0.49211546778678894
34,stage2_top_layer_finetune,0.9417218565940857,0.22706781327724457,0.8399999737739563,0.535494327545166
35,stage2_top_layer_finetune,0.9364238381385803,0.23812054097652435,0.8266666531562805,0.6292089819908142
36,stage2_top_layer_finetune,0.937748372554779,0.21415221691131592,0.8066666722297668,0.6587307453155518
