rank,case,config,model,accuracy,macro_f1,weighted_f1,macro_precision,macro_recall
1,Case 2,transfer_frozen,MobileNetV2,0.7133333333333334,0.58621194154631,0.7181795867065912,0.5535630414361757,0.7331441782261454
