rank,case,config,model,accuracy,macro_f1,weighted_f1,macro_precision,macro_recall
1,Case 2,transfer_frozen,ResNet152V2,0.7333333333333333,0.4835664335664336,0.7343123543123542,0.4876918158567775,0.48211013030685157
